"C/A","UNIT","SCP","DATEn","TIMEn","DESCn","ENTRIESn","EXITSn"
"A010","R080","00-00-05","05-23-11","20:00:00","REGULAR",7979291,3024427
"A010","R080","00-00-05","05-24-11","00:00:00","REGULAR",7979562,3024445
"A010","R080","00-00-05","05-24-11","04:00:00","RECOVR",7979594,3024446
"A010","R080","00-00-05","05-24-11","04:00:00","AUD",7979594,3024446
"A010","R080","00-00-05","05-24-11","08:00:00","REGULAR",7979626,3024530
"A010","R080","00-00-05","05-24-11","12:00:00","REGULAR",7979829,3024733
"A010","R080","00-00-05","05-24-11","16:00:00","REGULAR",7980201,3024813
"A010","R080","00-00-05","05-24-11","20:00:00","REGULAR",7981018,3024887
"A010","R080","00-00-05","05-25-11","00:00:00","REGULAR",7981373,3024908
"A010","R080","00-00-05","05-25-11","04:00:00","REGULAR",7981410,3024916
"A010","R080","00-00-05","05-25-11","04:00:00","RECOVR",7981410,3024916
"A010","R080","00-00-05","05-25-11","08:00:00","AUD",7981442,3025001
"A010","R080","00-00-05","05-25-11","12:00:00","REGULAR",7981625,3025225
"A010","R080","00-00-05","05-25-11","16:00:00","REGULAR",7981980,3025337
"A010","R080","00-00-05","05-25-11","20:00:00","REGULAR",7982814,3025417
"A010","R080","00-00-05","05-26-11","00:00:00","REGULAR",7983153,3025438
"A010","R080","00-00-05","05-26-11","04:00:00","RECOVR",7983187,3025442
"A010","R080","00-00-05","05-26-11","04:00:00","AUD",7983187,3025442
"A010","R080","00-00-05","05-26-11","08:00:00","REGULAR",7983225,3025517
"A010","R080","00-00-05","05-26-11","12:00:00","REGULAR",7983421,3025692
"A010","R080","00-00-05","05-26-11","16:00:00","REGULAR",7983803,3025776
"A010","R080","00-00-05","05-26-11","20:00:00","REGULAR",7984643,3025870
"A010","R080","00-00-05","05-27-11","00:00:00","REGULAR",7985016,3025892
"A010","R080","00-00-05","05-27-11","04:00:00","REGULAR",7985063,3025896
"A010","R080","00-00-05","05-27-11","04:00:00","RECOVR",7985063,3025896
"A010","R080","00-00-05","05-27-11","08:00:00","AUD",7985089,3025964
"A010","R080","00-00-05","05-27-11","12:00:00","REGULAR",7985283,3026155
"A010","R080","00-00-05","05-27-11","16:00:00","REGULAR",7985743,3026264
"A010","R080","00-00-05","05-27-11","20:00:00","REGULAR",7986324,3026321
"A010","R080","00-00-06","05-21-11","00:00:00","REGULAR",11691084,3444312
"A010","R080","00-00-06","05-21-11","04:00:00","REGULAR",11691188,3444330
"A010","R080","00-00-06","05-21-11","04:00:00","RECOVR",11691188,3444330
"A010","R080","00-00-06","05-21-11","08:00:00","AUD",11691241,3444386
"A010","R080","00-00-06","05-21-11","12:00:00","REGULAR",11691453,3444542
"A010","R080","00-00-06","05-21-11","16:00:00","REGULAR",11691988,3444736
"A010","R080","00-00-06","05-21-11","20:00:00","REGULAR",11692649,3444863
"A010","R080","00-00-06","05-22-11","00:00:00","REGULAR",11693033,3444909
"A010","R080","00-00-06","05-22-11","04:00:00","REGULAR",11693118,3444935
"A010","R080","00-00-06","05-22-11","08:00:00","REGULAR",11693168,3444957
"A010","R080","00-00-06","05-22-11","12:00:00","REGULAR",11693335,3445075
"A010","R080","00-00-06","05-22-11","16:00:00","REGULAR",11693641,3445214
"A010","R080","00-00-06","05-22-11","20:00:00","REGULAR",11694138,3445306
"A010","R080","00-00-06","05-23-11","00:00:00","REGULAR",11694394,3445343
"A010","R080","00-00-06","05-23-11","04:00:00","REGULAR",11694422,3445346
"A010","R080","00-00-06","05-23-11","04:00:00","RECOVR",11694422,3445346
"A010","R080","00-00-06","05-23-11","07:48:44","REGULAR",11694471,3445431
"A010","R080","00-00-06","05-23-11","08:00:00","REGULAR",11694489,3445446
"A010","R080","00-00-06","05-23-11","12:00:00","REGULAR",11694857,3445687
"A010","R080","00-00-06","05-23-11","16:00:00","REGULAR",11695369,3445804
"A010","R080","00-00-06","05-23-11","20:00:00","REGULAR",11696453,3445880
"A010","R080","00-00-06","05-24-11","00:00:00","REGULAR",11696881,3445907
"A010","R080","00-00-06","05-24-11","04:00:00","REGULAR",11696943,3445913
"A010","R080","00-00-06","05-24-11","04:00:00","RECOVR",11696943,3445913
"A010","R080","00-00-06","05-24-11","08:00:00","REGULAR",11697001,3445994
"A010","R080","00-00-06","05-24-11","12:00:00","REGULAR",11697364,3446224
"A010","R080","00-00-06","05-24-11","16:00:00","REGULAR",11697958,3446331
"A010","R080","00-00-06","05-24-11","20:00:00","REGULAR",11699071,3446434
"A010","R080","00-00-06","05-25-11","00:00:00","REGULAR",11699623,3446466
"A010","R080","00-00-06","05-25-11","04:00:00","RECOVR",11699692,3446477
"A010","R080","00-00-06","05-25-11","04:00:00","AUD",11699692,3446477
"A010","R080","00-00-06","05-25-11","08:00:00","REGULAR",11699755,3446569
"A010","R080","00-00-06","05-25-11","12:00:00","REGULAR",11700052,3446840
"A010","R080","00-00-06","05-25-11","16:00:00","REGULAR",11700645,3446968
"A010","R080","00-00-06","05-25-11","20:00:00","REGULAR",11701860,3447056
"A010","R080","00-00-06","05-26-11","00:00:00","REGULAR",11702331,3447084
"A010","R080","00-00-06","05-26-11","04:00:00","REGULAR",11702392,3447099
"A010","R080","00-00-06","05-26-11","04:00:00","RECOVR",11702392,3447099
"A010","R080","00-00-06","05-26-11","08:00:00","AUD",11702448,3447207
"A010","R080","00-00-06","05-26-11","12:00:00","REGULAR",11702818,3447443
"A010","R080","00-00-06","05-26-11","16:00:00","REGULAR",11703431,3447565
"A010","R080","00-00-06","05-26-11","20:00:00","REGULAR",11704593,3447646
"A010","R080","00-00-06","05-27-11","00:00:00","REGULAR",11705137,3447661
"A010","R080","00-00-06","05-27-11","04:00:00","REGULAR",11705215,3447671
"A010","R080","00-00-06","05-27-11","04:00:00","RECOVR",11705215,3447671
"A010","R080","00-00-06","05-27-11","08:00:00","AUD",11705269,3447760
"A010","R080","00-00-06","05-27-11","12:00:00","REGULAR",11705610,3447952
"A010","R080","00-00-06","05-27-11","16:00:00","REGULAR",11706328,3448045
"A010","R080","00-00-06","05-27-11","20:00:00","REGULAR",11707288,3448104
"A010","R080","00-00-07","05-21-11","00:00:00","REGULAR",18910194,4069694
"A010","R080","00-00-07","05-21-11","04:00:00","REGULAR",18910395,4069724
"A010","R080","00-00-07","05-21-11","04:00:00","RECOVR",18910395,4069724
"A010","R080","00-00-07","05-21-11","08:00:00","AUD",18910500,4069804
"A010","R080","00-00-07","05-21-11","12:00:00","REGULAR",18910977,4070070
"A010","R080","00-00-07","05-21-11","16:00:00","REGULAR",18911749,4070283
"A010","R080","00-00-07","05-21-11","20:00:00","REGULAR",18912728,4070387
"A010","R080","00-00-07","05-22-11","00:00:00","REGULAR",18913414,4070461
"A010","R080","00-00-07","05-22-11","04:00:00","REGULAR",18913605,4070498
"A010","R080","00-00-07","05-22-11","08:00:00","REGULAR",18913683,4070563
"A010","R080","00-00-07","05-22-11","12:00:00","REGULAR",18914034,4070738
"A010","R080","00-00-07","05-22-11","16:00:00","REGULAR",18914659,4070921
"A010","R080","00-00-07","05-22-11","20:00:00","REGULAR",18915495,4071054
"A010","R080","00-00-07","05-23-11","00:00:00","REGULAR",18915981,4071133
"A010","R080","00-00-07","05-23-11","04:00:00","REGULAR",18916059,4071141
"A010","R080","00-00-07","05-23-11","04:00:00","RECOVR",18916059,4071141
"A010","R080","00-00-07","05-23-11","07:48:44","REGULAR",18916186,4071270
"A010","R080","00-00-07","05-23-11","08:00:00","REGULAR",18916207,4071284
"A010","R080","00-00-07","05-23-11","12:00:00","REGULAR",18916949,4071566
"A010","R080","00-00-07","05-23-11","16:00:00","REGULAR",18917905,4071684
"A010","R080","00-00-07","05-23-11","20:00:00","REGULAR",18919559,4071740
"A010","R080","00-00-07","05-24-11","00:00:00","REGULAR",18920333,4071767
"A010","R080","00-00-07","05-24-11","04:00:00","RECOVR",18920466,4071777
"A010","R080","00-00-07","05-24-11","04:00:00","AUD",18920466,4071777
"A010","R080","00-00-07","05-24-11","08:00:00","REGULAR",18920640,4071963
"A010","R080","00-00-07","05-24-11","12:00:00","REGULAR",18921490,4072224
"A010","R080","00-00-07","05-24-11","16:00:00","REGULAR",18922458,4072320
"A010","R080","00-00-07","05-24-11","20:00:00","REGULAR",18924196,4072380
"A010","R080","00-00-07","05-25-11","00:00:00","REGULAR",18925126,4072411
"A010","R080","00-00-07","05-25-11","04:00:00","REGULAR",18925281,4072431
"A010","R080","00-00-07","05-25-11","04:00:00","RECOVR",18925281,4072431
"A010","R080","00-00-07","05-25-11","08:00:00","AUD",18925444,4072587
"A010","R080","00-00-07","05-25-11","12:00:00","REGULAR",18926295,4072870
"A010","R080","00-00-07","05-25-11","16:00:00","REGULAR",18927361,4073000
"A010","R080","00-00-07","05-25-11","20:00:00","REGULAR",18929066,4073073
"A010","R080","00-00-07","05-26-11","00:00:00","REGULAR",18929928,4073099
"A010","R080","00-00-07","05-26-11","04:00:00","REGULAR",18930087,4073112
"A010","R080","00-00-07","05-26-11","04:00:00","RECOVR",18930087,4073112
"A010","R080","00-00-07","05-26-11","08:00:00","AUD",18930253,4073286
"A010","R080","00-00-07","05-26-11","12:00:00","REGULAR",18931044,4073562
"A010","R080","00-00-07","05-26-11","16:00:00","REGULAR",18932032,4073678
"A010","R080","00-00-07","05-26-11","20:00:00","REGULAR",18933821,4073741
"A010","R080","00-00-07","05-27-11","00:00:00","REGULAR",18934736,4073776
"A010","R080","00-00-07","05-27-11","04:00:00","REGULAR",18934901,4073797
"A010","R080","00-00-07","05-27-11","04:00:00","RECOVR",18934901,4073797
"A010","R080","00-00-07","05-27-11","08:00:00","AUD",18935036,4073964
"A010","R080","00-00-07","05-27-11","12:00:00","REGULAR",18935728,4074209
"A010","R080","00-00-07","05-27-11","16:00:00","REGULAR",18936915,4074320
"A010","R080","00-00-07","05-27-11","20:00:00","REGULAR",18938200,4074379
"A011","R080","01-00-00","05-21-11","00:00:00","REGULAR",10042217,11382462
"A011","R080","01-00-00","05-21-11","04:00:00","REGULAR",10042355,11382538
"A011","R080","01-00-00","05-21-11","08:00:00","REGULAR",10042424,11382759
"A011","R080","01-00-00","05-21-11","12:00:00","REGULAR",10042653,11383400
"A011","R080","01-00-00","05-21-11","16:00:00","REGULAR",10043018,11383984
"A011","R080","01-00-00","05-21-11","20:00:00","REGULAR",10043455,11384548
"A011","R080","01-00-00","05-22-11","00:00:00","REGULAR",10043783,11384783
"A011","R080","01-00-00","05-22-11","04:00:00","REGULAR",10043889,11384859
"A011","R080","01-00-00","05-22-11","08:00:00","REGULAR",10043946,11385003
"A011","R080","01-00-00","05-22-11","12:00:00","REGULAR",10044144,11385434
"A011","R080","01-00-00","05-22-11","16:00:00","REGULAR",10044529,11385943
"A011","R080","01-00-00","05-22-11","20:00:00","REGULAR",10044947,11386357
"A011","R080","01-00-00","05-23-11","00:00:00","REGULAR",10045200,11386500
"A011","R080","01-00-00","05-23-11","04:00:00","REGULAR",10045253,11386527
"A011","R080","01-00-00","05-23-11","08:00:00","REGULAR",10045348,11386987
"A011","R080","01-00-00","05-23-11","12:00:00","REGULAR",10045781,11388121
"A011","R080","01-00-00","05-23-11","16:00:00","REGULAR",10046327,11388545
"A011","R080","01-00-00","05-23-11","20:00:00","REGULAR",10047480,11388898
"A011","R080","01-00-00","05-24-11","00:00:00","REGULAR",10047887,11389015
"A011","R080","01-00-00","05-24-11","04:00:00","REGULAR",10047959,11389044
"A011","R080","01-00-00","05-24-11","08:00:00","REGULAR",10048059,11389541
"A011","R080","01-00-00","05-24-11","12:00:00","REGULAR",10048464,11390719
"A011","R080","01-00-00","05-24-11","16:00:00","REGULAR",10049038,11391144
"A011","R080","01-00-00","05-24-11","20:00:00","REGULAR",10050195,11391547
"A011","R080","01-00-00","05-25-11","00:00:00","REGULAR",10050696,11391674
"A011","R080","01-00-00","05-25-11","04:00:00","REGULAR",10050781,11391729
"A011","R080","01-00-00","05-25-11","08:00:00","REGULAR",10050897,11392137
"A011","R080","01-00-00","05-25-11","12:00:00","REGULAR",10051328,11393399
"A011","R080","01-00-00","05-25-11","16:00:00","REGULAR",10051884,11393818
"A011","R080","01-00-00","05-25-11","20:00:00","REGULAR",10053013,11394227
"A011","R080","01-00-00","05-26-11","00:00:00","REGULAR",10053466,11394350
"A011","R080","01-00-00","05-26-11","04:00:00","REGULAR",10053554,11394388
"A011","R080","01-00-00","05-26-11","04:00:00","RECOVR",10053554,11394388
"A011","R080","01-00-00","05-26-11","08:00:00","AUD",10053687,11394823
"A011","R080","01-00-00","05-26-11","12:00:00","REGULAR",10054082,11395900
"A011","R080","01-00-00","05-26-11","16:00:00","REGULAR",10054659,11396438
"A011","R080","01-00-00","05-26-11","20:00:00","REGULAR",10055799,11396810
"A011","R080","01-00-00","05-27-11","00:00:00","REGULAR",10056321,11396940
"A011","R080","01-00-00","05-27-11","04:00:00","REGULAR",10056416,11396992
"A011","R080","01-00-00","05-27-11","04:00:00","REGULAR",10056416,11396992
"A011","R080","01-00-00","05-27-11","08:00:00","REGULAR",10056525,11397430
"A011","R080","01-00-00","05-27-11","12:00:00","REGULAR",10056947,11398390
"A011","R080","01-00-00","05-27-11","16:00:00","REGULAR",10057720,11398809
"A011","R080","01-00-00","05-27-11","20:00:00","REGULAR",10058489,11399206
"A011","R080","01-00-01","05-21-11","00:00:00","REGULAR",7219662,5212970
"A011","R080","01-00-01","05-21-11","04:00:00","REGULAR",7219751,5212994
"A011","R080","01-00-01","05-21-11","08:00:00","REGULAR",7219783,5213093
"A011","R080","01-00-01","05-21-11","12:00:00","REGULAR",7219990,5213307
"A011","R080","01-00-01","05-21-11","16:00:00","REGULAR",7220252,5213544
"A011","R080","01-00-01","05-21-11","20:00:00","REGULAR",7220563,5213795
"A011","R080","01-00-01","05-22-11","00:00:00","REGULAR",7220788,5213888
"A011","R080","01-00-01","05-22-11","04:00:00","REGULAR",7220854,5213912
"A011","R080","01-00-01","05-22-11","08:00:00","REGULAR",7220877,5213986
"A011","R080","01-00-01","05-22-11","12:00:00","REGULAR",7221027,5214144
"A011","R080","01-00-01","05-22-11","16:00:00","REGULAR",7221238,5214366
"A011","R080","01-00-01","05-22-11","20:00:00","REGULAR",7221532,5214515
"A011","R080","01-00-01","05-23-11","00:00:00","REGULAR",7221693,5214585
"A011","R080","01-00-01","05-23-11","04:00:00","REGULAR",7221719,5214593
"A011","R080","01-00-01","05-23-11","08:00:00","REGULAR",7221783,5214794
"A011","R080","01-00-01","05-23-11","12:00:00","REGULAR",7222057,5215408
"A011","R080","01-00-01","05-23-11","16:00:00","REGULAR",7222398,5215591
"A011","R080","01-00-01","05-23-11","20:00:00","REGULAR",7223241,5215742
"A011","R080","01-00-01","05-24-11","00:00:00","REGULAR",7223491,5215787
"A011","R080","01-00-01","05-24-11","04:00:00","REGULAR",7223528,5215798
"A011","R080","01-00-01","05-24-11","08:00:00","REGULAR",7223593,5216015
"A011","R080","01-00-01","05-24-11","12:00:00","REGULAR",7223907,5216597
"A011","R080","01-00-01","05-24-11","16:00:00","REGULAR",7224283,5216782
"A011","R080","01-00-01","05-24-11","20:00:00","REGULAR",7225161,5216938
"A011","R080","01-00-01","05-25-11","00:00:00","REGULAR",7225484,5216979
"A011","R080","01-00-01","05-25-11","04:00:00","REGULAR",7225529,5216992
"A011","R080","01-00-01","05-25-11","08:00:00","REGULAR",7225590,5217190
"A011","R080","01-00-01","05-25-11","12:00:00","REGULAR",7225909,5217825
"A011","R080","01-00-01","05-25-11","16:00:00","REGULAR",7226282,5218031
"A011","R080","01-00-01","05-25-11","20:00:00","REGULAR",7227150,5218250
"A011","R080","01-00-01","05-26-11","00:00:00","REGULAR",7227449,5218300
"A011","R080","01-00-01","05-26-11","04:00:00","REGULAR",7227498,5218313
"A011","R080","01-00-01","05-26-11","04:00:00","RECOVR",7227498,5218313
"A011","R080","01-00-01","05-26-11","08:00:00","AUD",7227544,5218534
"A011","R080","01-00-01","05-26-11","12:00:00","REGULAR",7227852,5219156
"A011","R080","01-00-01","05-26-11","16:00:00","REGULAR",7228274,5219362
"A011","R080","01-00-01","05-26-11","20:00:00","REGULAR",7229159,5219546
"A011","R080","01-00-01","05-27-11","00:00:00","REGULAR",7229485,5219587
"A011","R080","01-00-01","05-27-11","04:00:00","REGULAR",7229527,5219598
"A011","R080","01-00-01","05-27-11","04:00:00","REGULAR",7229527,5219598
"A011","R080","01-00-01","05-27-11","08:00:00","REGULAR",7229590,5219783
"A011","R080","01-00-01","05-27-11","12:00:00","REGULAR",7229899,5220325
"A011","R080","01-00-01","05-27-11","16:00:00","REGULAR",7230480,5220516
"A011","R080","01-00-01","05-27-11","20:00:00","REGULAR",7231113,5220716
"A011","R080","01-00-02","05-21-11","00:00:00","REGULAR",4327221,3734819
"A011","R080","01-00-02","05-21-11","04:00:00","REGULAR",4327279,3734836
"A011","R080","01-00-02","05-21-11","08:00:00","REGULAR",4327301,3734897
"A011","R080","01-00-02","05-21-11","12:00:00","REGULAR",4327442,3735039
"A011","R080","01-00-02","05-21-11","16:00:00","REGULAR",4327657,3735231
"A011","R080","01-00-02","05-21-11","20:00:00","REGULAR",4327893,3735405
"A011","R080","01-00-02","05-22-11","00:00:00","REGULAR",4328053,3735472
"A011","R080","01-00-02","05-22-11","04:00:00","REGULAR",4328106,3735487
"A011","R080","01-00-02","05-22-11","08:00:00","REGULAR",4328121,3735517
"A011","R080","01-00-02","05-22-11","12:00:00","REGULAR",4328200,3735619
"A011","R080","01-00-02","05-22-11","16:00:00","REGULAR",4328335,3735746
"A011","R080","01-00-02","05-22-11","20:00:00","REGULAR",4328522,3735875
"A011","R080","01-00-02","05-23-11","00:00:00","REGULAR",4328656,3735924
"A011","R080","01-00-02","05-23-11","04:00:00","REGULAR",4328669,3735927
"A011","R080","01-00-02","05-23-11","08:00:00","REGULAR",4328713,3736077
"A011","R080","01-00-02","05-23-11","12:00:00","REGULAR",4328895,3736634
"A011","R080","01-00-02","05-23-11","16:00:00","REGULAR",4329158,3736767
"A011","R080","01-00-02","05-23-11","20:00:00","REGULAR",4329806,3736958
"A011","R080","01-00-02","05-24-11","00:00:00","REGULAR",4330013,3737000
"A011","R080","01-00-02","05-24-11","04:00:00","REGULAR",4330043,3737007
"A011","R080","01-00-02","05-24-11","08:00:00","REGULAR",4330071,3737185
"A011","R080","01-00-02","05-24-11","12:00:00","REGULAR",4330285,3737731
"A011","R080","01-00-02","05-24-11","16:00:00","REGULAR",4330547,3737900
"A011","R080","01-00-02","05-24-11","20:00:00","REGULAR",4331271,3738088
"A011","R080","01-00-02","05-25-11","00:00:00","REGULAR",4331503,3738146
"A011","R080","01-00-02","05-25-11","04:00:00","REGULAR",4331539,3738152
"A011","R080","01-00-02","05-25-11","08:00:00","REGULAR",4331585,3738312
"A011","R080","01-00-02","05-25-11","12:00:00","REGULAR",4331819,3738845
"A011","R080","01-00-02","05-25-11","16:00:00","REGULAR",4332076,3738997
"A011","R080","01-00-02","05-25-11","20:00:00","REGULAR",4332755,3739214
"A011","R080","01-00-02","05-26-11","00:00:00","REGULAR",4332980,3739266
"A011","R080","01-00-02","05-26-11","04:00:00","REGULAR",4333009,3739274
"A011","R080","01-00-02","05-26-11","08:00:00","REGULAR",4333048,3739454
"A011","R080","01-00-02","05-26-11","12:00:00","REGULAR",4333269,3740003
"A011","R080","01-00-02","05-26-11","16:00:00","REGULAR",4333542,3740202
"A011","R080","01-00-02","05-26-11","20:00:00","REGULAR",4334225,3740396
"A011","R080","01-00-02","05-27-11","00:00:00","REGULAR",4334449,3740463
"A011","R080","01-00-02","05-27-11","04:00:00","REGULAR",4334495,3740469
"A011","R080","01-00-02","05-27-11","04:00:00","RECOVR",4334495,3740469
"A011","R080","01-00-02","05-27-11","08:00:00","AUD",4334536,3740641
